time	V(bpsksignal)	V(carriersignal)	V(demodedsignal)	V(injectedcarrier)	V(modulatingsignal)
2.500002474826158e-03	-1.268473e+00	7.774896e-04	-5.070464e+00	7.774896e-04	5.000000e+00
2.500003955435948e-03	-1.267818e+00	1.242637e-03	-5.070464e+00	1.242637e-03	5.000000e+00
2.500006916655529e-03	-1.266789e+00	2.172931e-03	-5.070464e+00	2.172931e-03	5.000000e+00
2.500010186499440e-03	-1.265938e+00	3.200183e-03	-5.070464e+00	3.200183e-03	5.000000e+00
2.500014588211130e-03	-1.265013e+00	4.583021e-03	-5.070464e+00	4.583021e-03	5.000000e+00
2.500019609616702e-03	-1.264084e+00	6.160541e-03	-5.070464e+00	6.160541e-03	5.000000e+00
2.500025866563936e-03	-1.262995e+00	8.126217e-03	-5.070464e+00	8.126217e-03	5.000000e+00
2.500032930932800e-03	-1.261781e+00	1.034555e-02	-5.070464e+00	1.034555e-02	5.000000e+00
2.500045288372575e-03	-1.259598e+00	1.422774e-02	-5.070464e+00	1.422774e-02	5.000000e+00
2.500070003252124e-03	-1.254895e+00	2.199210e-02	-5.070464e+00	2.199210e-02	5.000000e+00
2.500115131281476e-03	-1.245364e+00	3.616924e-02	-5.070463e+00	3.616924e-02	5.000000e+00
2.500167568882417e-03	-1.233325e+00	5.264235e-02	-5.070463e+00	5.264235e-02	5.000000e+00
2.500236639386682e-03	-1.216695e+00	7.433972e-02	-5.070463e+00	7.433972e-02	5.000000e+00
2.500290581502089e-03	-1.203371e+00	9.128380e-02	-5.070463e+00	9.128380e-02	5.000000e+00
2.500349943642986e-03	-1.188550e+00	1.099292e-01	-5.070463e+00	1.099292e-01	5.000000e+00
2.500380858963375e-03	-1.180817e+00	1.196389e-01	-5.070463e+00	1.196389e-01	5.000000e+00
2.500411948962061e-03	-1.173075e+00	1.294031e-01	-5.070463e+00	1.294031e-01	5.000000e+00
2.500437742615037e-03	-1.166779e+00	1.375036e-01	-5.070463e+00	1.375036e-01	5.000000e+00
2.500453908535098e-03	-1.162877e+00	1.425802e-01	-5.070463e+00	1.425802e-01	5.000000e+00
2.500471192561448e-03	-1.158649e+00	1.480079e-01	-5.070463e+00	1.480079e-01	5.000000e+00
2.500491185648903e-03	-1.153668e+00	1.542860e-01	-5.070463e+00	1.542860e-01	5.000000e+00
2.500511384460567e-03	-1.148572e+00	1.606285e-01	-5.070463e+00	1.606285e-01	5.000000e+00
2.500548942016483e-03	-1.139090e+00	1.724210e-01	-5.070463e+00	1.724210e-01	5.000000e+00
2.500583292432988e-03	-1.130437e+00	1.832057e-01	-5.070463e+00	1.832057e-01	5.000000e+00
2.500626526734317e-03	-1.119573e+00	1.967783e-01	-5.070463e+00	1.967783e-01	5.000000e+00
2.500663414469356e-03	-1.110320e+00	2.083575e-01	-5.070463e+00	2.083575e-01	5.000000e+00
2.500697864784606e-03	-1.101689e+00	2.191704e-01	-5.070463e+00	2.191704e-01	5.000000e+00
2.500732401811620e-03	-1.093055e+00	2.300096e-01	-5.070463e+00	2.300096e-01	5.000000e+00
2.500769042109017e-03	-1.084178e+00	2.415077e-01	-5.070463e+00	2.415077e-01	5.000000e+00
2.500819277128123e-03	-1.075125e+00	2.572699e-01	-5.070463e+00	2.572699e-01	5.000000e+00
2.500869643247190e-03	-1.072787e+00	2.730705e-01	-5.070463e+00	2.730705e-01	5.000000e+00
2.500926625877673e-03	-1.077900e+00	2.909437e-01	-5.070463e+00	2.909437e-01	5.000000e+00
2.500999866891966e-03	-1.091063e+00	3.139109e-01	-5.070463e+00	3.139109e-01	5.000000e+00
2.501067359055577e-03	-1.106168e+00	3.350694e-01	-5.070463e+00	3.350694e-01	5.000000e+00
2.501136263380935e-03	-1.122659e+00	3.566645e-01	-5.070463e+00	3.566645e-01	5.000000e+00
2.501218451056637e-03	-1.142840e+00	3.824139e-01	-5.070463e+00	3.824139e-01	5.000000e+00
2.501327248480526e-03	-1.169818e+00	4.164843e-01	-5.070463e+00	4.164843e-01	5.000000e+00
2.501500184010590e-03	-1.212788e+00	4.705991e-01	-5.070463e+00	4.705991e-01	5.000000e+00
2.501752405201570e-03	-1.275278e+00	5.494226e-01	-5.070463e+00	5.494226e-01	5.000000e+00
2.502111141924987e-03	-1.363158e+00	6.612915e-01	-5.070463e+00	6.612915e-01	5.000000e+00
2.502663502730415e-03	-1.491570e+00	8.328636e-01	-5.070463e+00	8.328636e-01	5.000000e+00
2.503208789401746e-03	-1.600515e+00	1.001255e+00	-5.070463e+00	1.001255e+00	5.000000e+00
2.503858953075431e-03	-1.700821e+00	1.200482e+00	-5.070463e+00	1.200482e+00	5.000000e+00
2.504323345461403e-03	-1.760591e+00	1.341577e+00	-5.070463e+00	1.341577e+00	5.000000e+00
2.504693406633770e-03	-1.807981e+00	1.453199e+00	-5.070463e+00	1.453199e+00	5.000000e+00
2.505132383535748e-03	-1.864981e+00	1.584585e+00	-5.070463e+00	1.584585e+00	5.000000e+00
2.505731717365088e-03	-1.942175e+00	1.762000e+00	-5.070463e+00	1.762000e+00	5.000000e+00
2.506629461913294e-03	-2.055546e+00	2.023000e+00	-5.070463e+00	2.023000e+00	5.000000e+00
2.507875693132365e-03	-2.208633e+00	2.374474e+00	-5.070463e+00	2.374474e+00	5.000000e+00
2.509195299940277e-03	-2.364280e+00	2.730735e+00	-5.070463e+00	2.730735e+00	5.000000e+00
2.511358842981444e-03	-2.601970e+00	3.273165e+00	-5.070463e+00	3.273165e+00	5.000000e+00
2.513654725120891e-03	-2.826506e+00	3.782523e+00	-5.070463e+00	3.782523e+00	5.000000e+00
2.515703579259216e-03	-2.998874e+00	4.171012e+00	-5.070463e+00	4.171012e+00	5.000000e+00
2.517889604162393e-03	-3.150331e+00	4.509260e+00	-5.070463e+00	4.509260e+00	5.000000e+00
2.520652087612663e-03	-3.289658e+00	4.814579e+00	-5.070463e+00	4.814579e+00	5.000000e+00
2.524850107537544e-03	-3.382490e+00	4.999778e+00	-5.070463e+00	4.999778e+00	5.000000e+00
2.526444286357043e-03	-3.379108e+00	4.979426e+00	-5.070463e+00	4.979426e+00	5.000000e+00
2.528850513238532e-03	-3.333610e+00	4.854381e+00	-5.070463e+00	4.854381e+00	5.000000e+00
2.532746329285722e-03	-3.160396e+00	4.419368e+00	-5.070463e+00	4.419368e+00	5.000000e+00
2.538923589006460e-03	-2.659420e+00	3.205580e+00	-5.070463e+00	3.205580e+00	5.000000e+00
2.542854080804467e-03	-2.224065e+00	2.170285e+00	-5.070463e+00	2.170285e+00	5.000000e+00
2.546050792585991e-03	-1.825836e+00	1.227988e+00	-5.070463e+00	1.227988e+00	5.000000e+00
2.548088934213925e-03	-1.557861e+00	5.989373e-01	-5.070463e+00	5.989373e-01	5.000000e+00
2.550101192501451e-03	-1.288673e+00	-3.179035e-02	-5.070463e+00	-3.179035e-02	5.000000e+00
2.551865027782058e-03	-1.051735e+00	-5.845757e-01	-5.070463e+00	-5.845757e-01	5.000000e+00
2.553632836458901e-03	-8.163791e-01	-1.131405e+00	-5.070463e+00	-1.131405e+00	5.000000e+00
2.555244310793096e-03	-6.064191e-01	-1.617896e+00	-5.070463e+00	-1.617896e+00	5.000000e+00
2.557590532325450e-03	-3.128322e-01	-2.295257e+00	-5.070463e+00	-2.295257e+00	5.000000e+00
2.560416048241214e-03	1.331953e-02	-3.043653e+00	-5.070463e+00	-3.043653e+00	5.000000e+00
2.563966148286057e-03	3.656715e-01	-3.845779e+00	-5.070463e+00	-3.845779e+00	5.000000e+00
2.569335492816740e-03	7.414283e-01	-4.686646e+00	-5.070463e+00	-4.686646e+00	5.000000e+00
2.571557177582035e-03	8.333049e-01	-4.883471e+00	-5.070463e+00	-4.883471e+00	5.000000e+00
2.572848110158524e-03	8.671885e-01	-4.954367e+00	-5.070463e+00	-4.954367e+00	5.000000e+00
2.573501865026849e-03	8.796538e-01	-4.977865e+00	-5.070463e+00	-4.977865e+00	5.000000e+00
2.574245400589140e-03	8.913271e-01	-4.994381e+00	-5.070463e+00	-4.994381e+00	5.000000e+00
2.574818098103247e-03	8.979195e-01	-4.999673e+00	-5.070463e+00	-4.999673e+00	5.000000e+00
2.575483150567348e-03	9.023306e-01	-4.997696e+00	-5.070462e+00	-4.997696e+00	5.000000e+00
2.576384931342389e-03	9.027098e-01	-4.981081e+00	-5.065379e+00	-4.981081e+00	5.000000e+00
2.577315320936411e-03	8.954571e-01	-4.947185e+00	-5.048728e+00	-4.947185e+00	5.000000e+00
2.578721474321984e-03	8.670423e-01	-4.863934e+00	-4.995516e+00	-4.863934e+00	5.000000e+00
2.580194842187757e-03	8.147026e-01	-4.736012e+00	-4.881552e+00	-4.736012e+00	5.000000e+00
2.581744255877988e-03	7.422227e-01	-4.557759e+00	-4.625946e+00	-4.557759e+00	5.000000e+00
2.582912368533883e-03	6.766505e-01	-4.394730e+00	-4.337151e+00	-4.394730e+00	5.000000e+00
2.584036391894340e-03	6.021865e-01	-4.215503e+00	-4.053668e+00	-4.215503e+00	5.000000e+00
2.585059913113521e-03	5.272210e-01	-4.033993e+00	-3.799605e+00	-4.033993e+00	5.000000e+00
2.586127816397067e-03	4.413636e-01	-3.826847e+00	-3.531219e+00	-3.826847e+00	5.000000e+00
2.586840777861553e-03	3.794541e-01	-3.678902e+00	-3.353942e+00	-3.678902e+00	5.000000e+00
2.587289357528509e-03	3.390670e-01	-3.582016e+00	-3.241206e+00	-3.582016e+00	5.000000e+00
2.587591049893358e-03	3.111792e-01	-3.515250e+00	-3.166034e+00	-3.515250e+00	5.000000e+00
2.587745073738470e-03	2.967051e-01	-3.480675e+00	-3.127459e+00	-3.480675e+00	5.000000e+00
2.587902566336070e-03	2.817654e-01	-3.444985e+00	-3.088083e+00	-3.444985e+00	5.000000e+00
2.588073648981642e-03	2.653659e-01	-3.405833e+00	-3.045308e+00	-3.405833e+00	5.000000e+00
2.588204330005630e-03	2.527243e-01	-3.375661e+00	-3.012635e+00	-3.375661e+00	5.000000e+00
2.588353567103123e-03	2.381671e-01	-3.340926e+00	-2.975323e+00	-3.340926e+00	5.000000e+00
2.588514963065979e-03	2.222820e-01	-3.303032e+00	-2.934970e+00	-3.303032e+00	5.000000e+00
2.588671806460074e-03	2.067065e-01	-3.265881e+00	-2.895756e+00	-3.265881e+00	5.000000e+00
2.588874374439887e-03	1.863851e-01	-3.217430e+00	-2.845110e+00	-3.217430e+00	5.000000e+00
2.589079877974570e-03	1.655264e-01	-3.167744e+00	-2.793730e+00	-3.167744e+00	5.000000e+00
2.589367124675869e-03	1.359657e-01	-3.097412e+00	-2.721912e+00	-3.097412e+00	5.000000e+00
2.589681991814942e-03	1.030495e-01	-3.019159e+00	-2.643189e+00	-3.019159e+00	5.000000e+00
2.590169500106739e-03	5.107958e-02	-2.895680e+00	-2.521303e+00	-2.895680e+00	5.000000e+00
2.590976706840093e-03	-3.757533e-02	-2.685310e+00	-2.319487e+00	-2.685310e+00	5.000000e+00
2.592591120306803e-03	-2.238511e-01	-2.244409e+00	-1.915859e+00	-2.244409e+00	5.000000e+00
2.595819947240222e-03	-6.254553e-01	-1.298157e+00	-1.108616e+00	-1.298157e+00	5.000000e+00
2.598198316116986e-03	-9.388313e-01	-5.648075e-01	-5.140097e-01	-5.648075e-01	5.000000e+00
2.600642980885948e-03	-1.267643e+00	2.019435e-01	9.716081e-02	2.019435e-01	5.000000e+00
2.603575024539105e-03	-1.660851e+00	1.113706e+00	8.301627e-01	1.113706e+00	5.000000e+00
2.607982421277047e-03	-2.220996e+00	2.403928e+00	1.931969e+00	2.403928e+00	5.000000e+00
2.615638969760050e-03	-2.992912e+00	4.159785e+00	3.845950e+00	4.159785e+00	5.000000e+00
2.620650880610931e-03	-3.290253e+00	4.814477e+00	4.909317e+00	4.814477e+00	5.000000e+00
2.623237618267404e-03	-3.363863e+00	4.969377e+00	5.055851e+00	4.969377e+00	5.000000e+00
2.625842693735707e-03	-3.383210e+00	4.992993e+00	5.065974e+00	4.992993e+00	5.000000e+00
2.627871926461413e-03	-3.357769e+00	4.918817e+00	5.074566e+00	4.918817e+00	5.000000e+00
2.629848666584000e-03	-3.300776e+00	4.769759e+00	5.066800e+00	4.769759e+00	5.000000e+00
2.632116178871907e-03	-3.196417e+00	4.508474e+00	5.073740e+00	4.508474e+00	5.000000e+00
2.635341577071159e-03	-2.980797e+00	3.981083e+00	5.067445e+00	3.981083e+00	5.000000e+00
2.639061120823706e-03	-2.645138e+00	3.172301e+00	5.073267e+00	3.172301e+00	5.000000e+00
2.641510227055909e-03	-2.380811e+00	2.542441e+00	5.067960e+00	2.542441e+00	5.000000e+00
2.643255133484458e-03	-2.176074e+00	2.056102e+00	5.072589e+00	2.056102e+00	5.000000e+00
2.644898310751111e-03	-1.972778e+00	1.575436e+00	5.068680e+00	1.575436e+00	5.000000e+00
2.646095832170255e-03	-1.819682e+00	1.214266e+00	5.071860e+00	1.214266e+00	5.000000e+00
2.647185077435468e-03	-1.677497e+00	8.797306e-01	5.069397e+00	8.797306e-01	5.000000e+00
2.648584316595212e-03	-1.491954e+00	4.441638e-01	5.071327e+00	4.441638e-01	5.000000e+00
2.650157867940183e-03	-1.281008e+00	-4.959486e-02	5.069747e+00	-4.959486e-02	5.000000e+00
2.651845573093608e-03	-1.054327e+00	-5.785053e-01	5.071065e+00	-5.785053e-01	5.000000e+00
2.653461165563350e-03	-8.390709e-01	-1.078807e+00	5.069962e+00	-1.078807e+00	5.000000e+00
2.654927556730824e-03	-6.472106e-01	-1.523424e+00	5.070873e+00	-1.523424e+00	5.000000e+00
2.657726085718024e-03	-2.965468e-01	-2.333007e+00	5.070094e+00	-2.333007e+00	5.000000e+00
2.661244229729111e-03	1.017946e-01	-3.245862e+00	5.070803e+00	-3.245862e+00	5.000000e+00
2.666137998151981e-03	5.424264e-01	-4.244710e+00	5.070143e+00	-4.244710e+00	5.000000e+00
2.672275307191013e-03	8.537579e-01	-4.926908e+00	5.070768e+00	-4.926908e+00	5.000000e+00
2.675478931826061e-03	9.000859e-01	-4.997736e+00	5.070185e+00	-4.997736e+00	5.000000e+00
2.677279808153323e-03	8.955181e-01	-4.948790e+00	5.070699e+00	-4.948790e+00	5.000000e+00
2.678137200653845e-03	8.828818e-01	-4.903177e+00	5.070296e+00	-4.903177e+00	5.000000e+00
2.678711286611507e-03	8.672090e-01	-4.864675e+00	5.070562e+00	-4.864675e+00	5.000000e+00
2.679140346126669e-03	8.530259e-01	-4.831763e+00	5.070415e+00	-4.831763e+00	5.000000e+00
2.679491539383114e-03	8.410314e-01	-4.802209e+00	5.070483e+00	-4.802209e+00	5.000000e+00
2.679863662130002e-03	8.275720e-01	-4.768344e+00	5.070455e+00	-4.768344e+00	5.000000e+00
2.680320148966926e-03	8.095817e-01	-4.723242e+00	5.070467e+00	-4.723242e+00	5.000000e+00
2.680981357408603e-03	7.805150e-01	-4.651035e+00	5.070460e+00	-4.651035e+00	5.000000e+00
2.681689016136718e-03	7.455915e-01	-4.564867e+00	5.070465e+00	-4.564867e+00	5.000000e+00
2.682546798995286e-03	6.981197e-01	-4.448339e+00	5.070462e+00	-4.448339e+00	5.000000e+00
2.684034986955733e-03	6.025358e-01	-4.215740e+00	5.070464e+00	-4.215740e+00	5.000000e+00
2.685471723573745e-03	4.949852e-01	-3.956213e+00	5.070462e+00	-3.956213e+00	5.000000e+00
2.686432485616923e-03	4.152691e-01	-3.764548e+00	5.070464e+00	-3.764548e+00	5.000000e+00
2.687056086545895e-03	3.602965e-01	-3.632759e+00	5.070463e+00	-3.632759e+00	5.000000e+00
2.687505498218373e-03	3.191312e-01	-3.534312e+00	5.070464e+00	-3.534312e+00	5.000000e+00
2.687801290750454e-03	2.913789e-01	-3.467974e+00	5.070463e+00	-3.467974e+00	5.000000e+00
2.687937778692528e-03	2.783931e-01	-3.436959e+00	5.070463e+00	-3.436959e+00	5.000000e+00
2.688104079107855e-03	2.624258e-01	-3.398827e+00	5.070463e+00	-3.398827e+00	5.000000e+00
2.688235031016731e-03	2.497368e-01	-3.368539e+00	5.070463e+00	-3.368539e+00	5.000000e+00
2.688382593693301e-03	2.353192e-01	-3.334136e+00	5.070463e+00	-3.334136e+00	5.000000e+00
2.688531481358083e-03	2.206466e-01	-3.299134e+00	5.070463e+00	-3.299134e+00	5.000000e+00
2.688684339235708e-03	2.054541e-01	-3.262898e+00	5.070463e+00	-3.262898e+00	5.000000e+00
2.688852979479362e-03	1.885405e-01	-3.222572e+00	5.070463e+00	-3.222572e+00	5.000000e+00
2.689041592506886e-03	1.694289e-01	-3.177041e+00	5.070463e+00	-3.177041e+00	5.000000e+00
2.689266393001044e-03	1.463823e-01	-3.122192e+00	5.070463e+00	-3.122192e+00	5.000000e+00
2.689535747856471e-03	1.184012e-01	-3.055654e+00	5.070463e+00	-3.055654e+00	5.000000e+00
2.689882846175031e-03	8.178438e-02	-2.968622e+00	5.070463e+00	-2.968622e+00	5.000000e+00
2.690335433145720e-03	3.311608e-02	-2.853026e+00	5.070463e+00	-2.853026e+00	5.000000e+00
2.690970572614770e-03	-3.689541e-02	-2.686935e+00	5.070463e+00	-2.686935e+00	5.000000e+00
2.692035235330938e-03	-1.584623e-01	-2.399062e+00	5.070463e+00	-2.399062e+00	5.000000e+00
2.694164560763272e-03	-4.154156e-01	-1.792457e+00	5.070463e+00	-1.792457e+00	5.000000e+00
2.696060446313871e-03	-6.568555e-01	-1.225047e+00	5.070463e+00	-1.225047e+00	5.000000e+00
2.698589814219057e-03	-9.910521e-01	-4.424435e-01	5.070463e+00	-4.424435e-01	5.000000e+00
2.701058584399061e-03	-1.323813e+00	3.323189e-01	5.070463e+00	3.323189e-01	5.000000e+00
2.703613350283249e-03	-1.665974e+00	1.125441e+00	5.070463e+00	1.125441e+00	5.000000e+00
2.708722882051623e-03	-2.308625e+00	2.605225e+00	5.070463e+00	2.605225e+00	5.000000e+00
2.717786133366986e-03	-3.142859e+00	4.495121e+00	5.070463e+00	4.495121e+00	5.000000e+00
2.723665125587811e-03	-3.372016e+00	4.982424e+00	5.070463e+00	4.982424e+00	5.000000e+00
2.726002868909688e-03	-3.381653e+00	4.990077e+00	5.070463e+00	4.990077e+00	5.000000e+00
2.728132573126893e-03	-3.352554e+00	4.903461e+00	5.070463e+00	4.903461e+00	5.000000e+00
2.730057534059111e-03	-3.292687e+00	4.749666e+00	5.070463e+00	4.749666e+00	5.000000e+00
2.732353669496305e-03	-3.183164e+00	4.475715e+00	5.070463e+00	4.475715e+00	5.000000e+00
2.735781795459882e-03	-2.945779e+00	3.895899e+00	5.070463e+00	3.895899e+00	5.000000e+00
2.739321444510949e-03	-2.618323e+00	3.108665e+00	5.070463e+00	3.108665e+00	5.000000e+00
2.741777291000550e-03	-2.350528e+00	2.469842e+00	5.070463e+00	2.469842e+00	5.000000e+00
2.743455629310540e-03	-2.151557e+00	1.998525e+00	5.070463e+00	1.998525e+00	5.000000e+00
2.744715650855063e-03	-1.995875e+00	1.629793e+00	5.070463e+00	1.629793e+00	5.000000e+00
2.745858416710387e-03	-1.850308e+00	1.286482e+00	5.070463e+00	1.286482e+00	5.000000e+00
2.746930728731497e-03	-1.710889e+00	9.582744e-01	5.070463e+00	9.582744e-01	5.000000e+00
2.748089520912449e-03	-1.557878e+00	5.987543e-01	5.070463e+00	5.987543e-01	5.000000e+00
2.749554002568694e-03	-1.362088e+00	1.400959e-01	5.070463e+00	1.400959e-01	5.000000e+00
2.750690422355903e-03	-1.209442e+00	-2.168346e-01	5.070463e+00	-2.168346e-01	5.000000e+00
2.751915431617314e-03	-1.044914e+00	-6.002990e-01	5.070463e+00	-6.002990e-01	5.000000e+00
2.753408011511738e-03	-8.461022e-01	-1.062495e+00	5.070463e+00	-1.062495e+00	5.000000e+00
2.754947280053741e-03	-6.446763e-01	-1.529325e+00	5.070463e+00	-1.529325e+00	5.000000e+00
2.757874452341938e-03	-2.786807e-01	-2.374130e+00	5.070463e+00	-2.374130e+00	5.000000e+00
2.761402574971573e-03	1.183155e-01	-3.283539e+00	5.070463e+00	-3.283539e+00	5.000000e+00
2.767765688010173e-03	6.529550e-01	-4.492304e+00	5.070463e+00	-4.492304e+00	5.000000e+00
2.773656225654470e-03	8.825092e-01	-4.982189e+00	5.070463e+00	-4.982189e+00	5.000000e+00
2.775999541180873e-03	9.020378e-01	-4.990143e+00	5.070463e+00	-4.990143e+00	5.000000e+00
2.778127158660209e-03	8.831855e-01	-4.903794e+00	5.070463e+00	-4.903794e+00	5.000000e+00
2.779088960404316e-03	8.560190e-01	-4.835890e+00	5.070463e+00	-4.835890e+00	5.000000e+00
2.779710228861918e-03	8.328258e-01	-4.782624e+00	5.070463e+00	-4.782624e+00	5.000000e+00
2.780106773812740e-03	8.177153e-01	-4.744810e+00	5.070463e+00	-4.744810e+00	5.000000e+00
2.780564705269595e-03	7.992879e-01	-4.697479e+00	5.070463e+00	-4.697479e+00	5.000000e+00
2.781056596582420e-03	7.771068e-01	-4.642308e+00	5.070463e+00	-4.642308e+00	5.000000e+00
2.781599601794997e-03	7.501978e-01	-4.576256e+00	5.070463e+00	-4.576256e+00	5.000000e+00
2.782363881568070e-03	7.086970e-01	-4.474283e+00	5.070463e+00	-4.474283e+00	5.000000e+00
2.783192147225554e-03	6.587110e-01	-4.352134e+00	5.070463e+00	-4.352134e+00	5.000000e+00
2.784346613976154e-03	5.804264e-01	-4.162296e+00	5.070463e+00	-4.162296e+00	5.000000e+00
2.785739067777670e-03	4.734293e-01	-3.904299e+00	5.070463e+00	-3.904299e+00	5.000000e+00
2.786494886611633e-03	4.098826e-01	-3.751617e+00	5.070463e+00	-3.751617e+00	5.000000e+00
2.787127060505661e-03	3.538681e-01	-3.617402e+00	5.070463e+00	-3.617402e+00	5.000000e+00
2.787539535898960e-03	3.159696e-01	-3.526740e+00	5.070463e+00	-3.526740e+00	5.000000e+00
2.787884647367699e-03	2.834644e-01	-3.449063e+00	5.070463e+00	-3.449063e+00	5.000000e+00
2.788050168612957e-03	2.676207e-01	-3.411229e+00	5.070463e+00	-3.411229e+00	5.000000e+00
2.788188408163557e-03	2.542660e-01	-3.379349e+00	5.070463e+00	-3.379349e+00	5.000000e+00
2.788353100887691e-03	2.382108e-01	-3.341035e+00	5.070463e+00	-3.341035e+00	5.000000e+00
2.788474754962338e-03	2.262513e-01	-3.312504e+00	5.070463e+00	-3.312504e+00	5.000000e+00
2.788629901514648e-03	2.108764e-01	-3.275838e+00	5.070463e+00	-3.275838e+00	5.000000e+00
2.788777474308844e-03	1.961264e-01	-3.240672e+00	5.070463e+00	-3.240672e+00	5.000000e+00
2.788937582627818e-03	1.799870e-01	-3.202204e+00	5.070463e+00	-3.202204e+00	5.000000e+00
2.789119531690895e-03	1.614725e-01	-3.158096e+00	5.070463e+00	-3.158096e+00	5.000000e+00
2.789325578460177e-03	1.402786e-01	-3.107648e+00	5.070463e+00	-3.107648e+00	5.000000e+00
2.789581019102651e-03	1.136733e-01	-3.044384e+00	5.070463e+00	-3.044384e+00	5.000000e+00
2.789890039582858e-03	8.102322e-02	-2.966804e+00	5.070463e+00	-2.966804e+00	5.000000e+00
2.790308583860797e-03	3.602995e-02	-2.859949e+00	5.070463e+00	-2.859949e+00	5.000000e+00
2.790855670826288e-03	-2.408732e-02	-2.717307e+00	5.070463e+00	-2.717307e+00	5.000000e+00
2.791843056577832e-03	-1.361468e-01	-2.451857e+00	5.070463e+00	-2.451857e+00	5.000000e+00
2.793817828080919e-03	-3.724519e-01	-1.893713e+00	5.070463e+00	-1.893713e+00	5.000000e+00
2.795783568631426e-03	-6.209998e-01	-1.309190e+00	5.070463e+00	-1.309190e+00	5.000000e+00
2.797970223691699e-03	-9.082870e-01	-6.359458e-01	5.070463e+00	-6.359458e-01	5.000000e+00
2.800171019529584e-03	-1.204016e+00	5.372633e-02	5.070463e+00	5.372633e-02	5.000000e+00
2.802540739925280e-03	-1.523127e+00	7.948110e-01	5.070463e+00	7.948110e-01	5.000000e+00
2.806896911690432e-03	-2.088265e+00	2.099548e+00	5.070463e+00	2.099548e+00	5.000000e+00
2.814447003880720e-03	-2.895477e+00	3.940549e+00	5.070463e+00	3.940549e+00	5.000000e+00
2.822102351321783e-03	-3.338548e+00	4.917360e+00	5.070463e+00	4.917360e+00	5.000000e+00
2.825412956016943e-03	-3.383627e+00	4.998317e+00	5.070463e+00	4.998317e+00	5.000000e+00
2.827172394821883e-03	-3.370499e+00	4.953495e+00	5.070463e+00	4.953495e+00	5.000000e+00
2.829336418927287e-03	-3.318601e+00	4.815552e+00	5.070463e+00	4.815552e+00	5.000000e+00
2.831802716580102e-03	-3.213221e+00	4.550176e+00	5.070463e+00	4.550176e+00	5.000000e+00
2.834315507116666e-03	-3.057560e+00	4.167703e+00	5.070463e+00	4.167703e+00	5.000000e+00
2.839341088189795e-03	-2.616728e+00	3.103829e+00	5.070463e+00	3.103829e+00	5.000000e+00
2.842141327228459e-03	-2.308111e+00	2.369766e+00	5.070463e+00	2.369766e+00	5.000000e+00
2.844056015726816e-03	-2.078127e+00	1.824249e+00	5.070463e+00	1.824249e+00	5.000000e+00
2.845335938979962e-03	-1.917300e+00	1.444375e+00	5.070463e+00	1.444375e+00	5.000000e+00
2.846617464734305e-03	-1.751857e+00	1.054673e+00	5.070463e+00	1.054673e+00	5.000000e+00
2.848027144194531e-03	-1.566191e+00	6.182049e-01	5.070463e+00	6.182049e-01	5.000000e+00
2.849894777058143e-03	-1.316371e+00	3.305652e-02	5.070463e+00	3.305652e-02	5.000000e+00
2.851404066541889e-03	-1.113554e+00	-4.405286e-01	5.070463e+00	-4.405286e-01	5.000000e+00
2.852940665816989e-03	-9.080622e-01	-9.185899e-01	5.070463e+00	-9.185899e-01	5.000000e+00
2.854507177891309e-03	-7.017806e-01	-1.397121e+00	5.070463e+00	-1.397121e+00	5.000000e+00
2.856455400038453e-03	-4.527370e-01	-1.972873e+00	5.070463e+00	-1.972873e+00	5.000000e+00
2.859359111787451e-03	-1.046166e-01	-2.773700e+00	5.070463e+00	-2.773700e+00	5.000000e+00
2.862734074449591e-03	2.516774e-01	-3.587148e+00	5.070463e+00	-3.587148e+00	5.000000e+00
2.868284073659752e-03	6.844015e-01	-4.561411e+00	5.070463e+00	-4.561411e+00	5.000000e+00
2.873879695495158e-03	8.855823e-01	-4.987618e+00	5.070463e+00	-4.987618e+00	5.000000e+00
2.876083022424573e-03	9.021897e-01	-4.988428e+00	5.070463e+00	-4.988428e+00	5.000000e+00
2.877936921885875e-03	8.869526e-01	-4.915111e+00	5.070463e+00	-4.915111e+00	5.000000e+00
2.878790341379146e-03	8.650355e-01	-4.858875e+00	5.070463e+00	-4.858875e+00	5.000000e+00
2.879295632343012e-03	8.479229e-01	-4.818985e+00	5.070463e+00	-4.818985e+00	5.000000e+00
2.879784224974310e-03	8.303728e-01	-4.775793e+00	5.070463e+00	-4.775793e+00	5.000000e+00
2.880170064438780e-03	8.156179e-01	-4.738502e+00	5.070463e+00	-4.738502e+00	5.000000e+00
2.880579150598039e-03	7.986341e-01	-4.695923e+00	5.070463e+00	-4.695923e+00	5.000000e+00
2.881334019743347e-03	7.636076e-01	-4.609232e+00	5.070463e+00	-4.609232e+00	5.000000e+00
2.882041954319911e-03	7.267313e-01	-4.518507e+00	5.070463e+00	-4.518507e+00	5.000000e+00
2.882947946709167e-03	6.739881e-01	-4.389388e+00	5.070463e+00	-4.389388e+00	5.000000e+00
2.884486756785576e-03	5.702955e-01	-4.137740e+00	5.070463e+00	-4.137740e+00	5.000000e+00
2.885923435301284e-03	4.582663e-01	-3.867854e+00	5.070463e+00	-3.867854e+00	5.000000e+00
2.886611262739427e-03	3.997618e-01	-3.727348e+00	5.070463e+00	-3.727348e+00	5.000000e+00
