time	V(bpsksignal)	V(carriersignal)	V(demodedsignal)	V(injectedcarrier)	V(modulatingsignal)
1.100574442023368e-03	-1.192402e+00	1.804271e-01	5.070463e+00	1.804271e-01	-5.000000e+00
1.103447606828726e-03	-8.076951e-01	1.074647e+00	5.070463e+00	1.074647e+00	-5.000000e+00
1.107019959849523e-03	-3.505286e-01	2.134568e+00	5.070463e+00	2.134568e+00	-5.000000e+00
1.112845354759337e-03	2.895114e-01	3.611414e+00	5.070463e+00	3.611414e+00	-5.000000e+00
1.119172077308549e-03	7.521471e-01	4.668511e+00	5.070463e+00	4.668511e+00	-5.000000e+00
1.124252582790835e-03	8.995066e-01	4.994488e+00	5.070463e+00	4.994488e+00	-5.000000e+00
1.126222026277921e-03	8.985629e-01	4.985269e+00	5.070462e+00	4.985269e+00	-5.000000e+00
1.128489093806547e-03	8.568237e-01	4.880330e+00	5.070460e+00	4.880330e+00	-5.000000e+00
1.132163838177333e-03	6.998984e-01	4.501980e+00	5.070453e+00	4.501980e+00	-5.000000e+00
1.138014549062778e-03	2.433009e-01	3.419402e+00	5.070394e+00	3.419402e+00	-5.000000e+00
1.144313111302447e-03	-4.674552e-01	1.748813e+00	5.069987e+00	1.748813e+00	-5.000000e+00
1.152255900178416e-03	-1.519053e+00	-7.063412e-01	5.066537e+00	-7.063412e-01	-5.000000e+00
1.160118810442426e-03	-2.497180e+00	-2.969041e+00	4.957532e+00	-2.969041e+00	-5.000000e+00
1.164817787364305e-03	-2.950061e+00	-4.011174e+00	4.299629e+00	-4.011174e+00	-5.000000e+00
1.169219154001846e-03	-3.239552e+00	-4.673786e+00	3.266543e+00	-4.673786e+00	-5.000000e+00
1.174272025735301e-03	-3.383518e+00	-4.994771e+00	2.032789e+00	-4.994771e+00	-5.000000e+00
1.176229265981288e-03	-3.382021e+00	-4.985094e+00	1.543636e+00	-4.985094e+00	-5.000000e+00
1.178500868867917e-03	-3.340599e+00	-4.879524e+00	9.811049e-01	-4.879524e+00	-5.000000e+00
1.182182834056783e-03	-3.183707e+00	-4.499381e+00	6.004797e-02	-4.499381e+00	-5.000000e+00
1.185842440703398e-03	-2.925554e+00	-3.883929e+00	-8.515756e-01	-3.883929e+00	-5.000000e+00
1.191328824045284e-03	-2.377856e+00	-2.591347e+00	-2.224872e+00	-2.591347e+00	-5.000000e+00
1.197139079067071e-03	-1.653297e+00	-8.939523e-01	-3.675030e+00	-8.939523e-01	-5.000000e+00
1.202368023174757e-03	-9.515074e-01	7.411946e-01	-4.861908e+00	7.411946e-01	-5.000000e+00
1.205213129248664e-03	-5.772842e-01	1.608624e+00	-5.050353e+00	1.608624e+00	-5.000000e+00
1.207944920619124e-03	-2.385935e-01	2.393591e+00	-5.065547e+00	2.393591e+00	-5.000000e+00
1.210381876696137e-03	3.968735e-02	3.035129e+00	-5.074858e+00	3.035129e+00	-5.000000e+00
1.213026795042706e-03	3.067209e-01	3.650600e+00	-5.066509e+00	3.650600e+00	-5.000000e+00
1.215427083222457e-03	5.126132e-01	4.122484e+00	-5.073975e+00	4.122484e+00	-5.000000e+00
1.217865261272244e-03	6.805056e-01	4.505950e+00	-5.067342e+00	4.505950e+00	-5.000000e+00
1.220400123097437e-03	8.071852e-01	4.792620e+00	-5.073247e+00	4.792620e+00	-5.000000e+00
1.223436483816557e-03	8.903950e-01	4.975893e+00	-5.067934e+00	4.975893e+00	-5.000000e+00
1.225917290630253e-03	9.007730e-01	4.991698e+00	-5.072712e+00	4.991698e+00	-5.000000e+00
1.227993322297203e-03	8.696961e-01	4.911829e+00	-5.068510e+00	4.911829e+00	-5.000000e+00
1.230761190715615e-03	7.724416e-01	4.675976e+00	-5.072220e+00	4.675976e+00	-5.000000e+00
1.233565983305258e-03	6.122162e-01	4.293121e+00	-5.068881e+00	4.293121e+00	-5.000000e+00
1.236569750583647e-03	3.771205e-01	3.736028e+00	-5.071898e+00	3.736028e+00	-5.000000e+00
1.239786895738026e-03	6.206265e-02	2.992824e+00	-5.069153e+00	2.992824e+00	-5.000000e+00
1.243474706483490e-03	-3.634706e-01	1.993030e+00	-5.071673e+00	1.993030e+00	-5.000000e+00
1.247456120910337e-03	-8.751190e-01	7.957847e-01	-5.069340e+00	7.957847e-01	-5.000000e+00
1.253016747982117e-03	-1.621031e+00	-9.420744e-01	-5.071529e+00	-9.420744e-01	-5.000000e+00
1.260149891189262e-03	-2.500333e+00	-2.976892e+00	-5.069440e+00	-2.976892e+00	-5.000000e+00
1.266908084620255e-03	-3.105463e+00	-4.367549e+00	-5.071443e+00	-4.367549e+00	-5.000000e+00
1.273276149323168e-03	-3.371777e+00	-4.970699e+00	-5.069528e+00	-4.970699e+00	-5.000000e+00
1.275857160078116e-03	-3.384907e+00	-4.992750e+00	-5.071298e+00	-4.992750e+00	-5.000000e+00
1.277895469316806e-03	-3.355693e+00	-4.917484e+00	-5.069741e+00	-4.917484e+00	-5.000000e+00
1.281204727294222e-03	-3.236001e+00	-4.624822e+00	-5.071124e+00	-4.624822e+00	-5.000000e+00
1.284608686632458e-03	-3.023189e+00	-4.116114e+00	-5.069857e+00	-4.116114e+00	-5.000000e+00
1.288228220175573e-03	-2.708358e+00	-3.370120e+00	-5.071022e+00	-3.370120e+00	-5.000000e+00
1.292725899028357e-03	-2.213836e+00	-2.206493e+00	-5.069940e+00	-2.206493e+00	-5.000000e+00
1.297341848615448e-03	-1.626341e+00	-8.312059e-01	-5.070954e+00	-8.312059e-01	-5.000000e+00
1.304737123138690e-03	-6.398406e-01	1.466335e+00	-5.069991e+00	1.466335e+00	-5.000000e+00
1.311158682327484e-03	1.223557e-01	3.225372e+00	-5.070914e+00	3.225372e+00	-5.000000e+00
1.315866148576890e-03	5.455078e-01	4.198959e+00	-5.070039e+00	4.198959e+00	-5.000000e+00
1.320317654000834e-03	8.042312e-01	4.785172e+00	-5.070860e+00	4.785172e+00	-5.000000e+00
1.323478880035017e-03	8.906838e-01	4.977181e+00	-5.070102e+00	4.977181e+00	-5.000000e+00
1.325933173508073e-03	9.009201e-01	4.991408e+00	-5.070784e+00	4.991408e+00	-5.000000e+00
1.328019167822607e-03	8.689479e-01	4.910305e+00	-5.070185e+00	4.910305e+00	-5.000000e+00
1.329973742710584e-03	8.064186e-01	4.757825e+00	-5.070703e+00	4.757825e+00	-5.000000e+00
1.331803308927136e-03	7.200663e-01	4.550099e+00	-5.070259e+00	4.550099e+00	-5.000000e+00
1.334071016355263e-03	5.769138e-01	4.209643e+00	-5.070642e+00	4.209643e+00	-5.000000e+00
1.336318238418064e-03	3.992425e-01	3.788072e+00	-5.070306e+00	3.788072e+00	-5.000000e+00
1.338583236040830e-03	1.867571e-01	3.286899e+00	-5.070601e+00	3.286899e+00	-5.000000e+00
1.340683914346594e-03	-3.587985e-02	2.762443e+00	-5.070343e+00	2.762443e+00	-5.000000e+00
1.342702003960781e-03	-2.697155e-01	2.213227e+00	-5.070567e+00	2.213227e+00	-5.000000e+00
1.344699480088049e-03	-5.165877e-01	1.634595e+00	-5.070374e+00	1.634595e+00	-5.000000e+00
1.346882655663842e-03	-7.992780e-01	9.730926e-01	-5.070541e+00	9.730926e-01	-5.000000e+00
1.349593673284620e-03	-1.161641e+00	1.276374e-01	-5.070393e+00	1.276374e-01	-5.000000e+00
1.354063801083957e-03	-1.759402e+00	-1.262853e+00	-5.070529e+00	-1.262853e+00	-5.000000e+00
1.358985314196079e-03	-2.369955e+00	-2.675237e+00	-5.070401e+00	-2.675237e+00	-5.000000e+00
1.364947885319953e-03	-2.960332e+00	-4.035440e+00	-5.070522e+00	-4.035440e+00	-5.000000e+00
1.370713043212121e-03	-3.304130e+00	-4.819710e+00	-5.070407e+00	-4.819710e+00	-5.000000e+00
1.374874164213084e-03	-3.386304e+00	-4.999844e+00	-5.070515e+00	-4.999844e+00	-5.000000e+00
1.376453228346073e-03	-3.379994e+00	-4.979171e+00	-5.070420e+00	-4.979171e+00	-5.000000e+00
1.378865050383535e-03	-3.329851e+00	-4.853285e+00	-5.070501e+00	-4.853285e+00	-5.000000e+00
1.381245091185003e-03	-3.233872e+00	-4.619987e+00	-5.070429e+00	-4.619987e+00	-5.000000e+00
1.383659105896402e-03	-3.091273e+00	-4.278051e+00	-5.070493e+00	-4.278051e+00	-5.000000e+00
1.387675887284494e-03	-2.761706e+00	-3.496247e+00	-5.070436e+00	-3.496247e+00	-5.000000e+00
1.392647966153704e-03	-2.223305e+00	-2.228437e+00	-5.070489e+00	-2.228437e+00	-5.000000e+00
1.399047200918538e-03	-1.398684e+00	-2.991519e-01	-5.070438e+00	-2.991519e-01	-5.000000e+00
1.405561962180259e-03	-5.331964e-01	1.711992e+00	-5.070487e+00	1.711992e+00	-5.000000e+00
1.411843506327257e-03	1.918648e-01	3.386732e+00	-5.070440e+00	3.386732e+00	-5.000000e+00
1.418109294967879e-03	6.948258e-01	4.538648e+00	-5.070485e+00	4.538648e+00	-5.000000e+00
1.423804851644840e-03	8.951816e-01	4.985909e+00	-5.070443e+00	4.985909e+00	-5.000000e+00
1.426055079947557e-03	8.998976e-01	4.989017e+00	-5.070481e+00	4.989017e+00	-5.000000e+00
1.428217520774937e-03	8.641019e-01	4.898173e+00	-5.070447e+00	4.898173e+00	-5.000000e+00
1.431725406227100e-03	7.242244e-01	4.560191e+00	-5.070478e+00	4.560191e+00	-5.000000e+00
1.436004437448939e-03	4.261034e-01	3.851677e+00	-5.070449e+00	3.851677e+00	-5.000000e+00
1.443487557652776e-03	-3.643800e-01	1.989326e+00	-5.070477e+00	1.989326e+00	-5.000000e+00
1.450126889013093e-03	-1.233524e+00	-3.986294e-02	-5.070451e+00	-3.986294e-02	-5.000000e+00
1.456771696901986e-03	-2.104670e+00	-2.063782e+00	-5.070475e+00	-2.063782e+00	-5.000000e+00
1.465919104425031e-03	-3.035545e+00	-4.207968e+00	-5.070452e+00	-4.207968e+00	-5.000000e+00
1.472820218633840e-03	-3.363930e+00	-4.953178e+00	-5.070474e+00	-4.953178e+00	-5.000000e+00
1.475685537865488e-03	-3.385412e+00	-4.995362e+00	-5.070453e+00	-4.995362e+00	-5.000000e+00
1.477616140828841e-03	-3.362131e+00	-4.932602e+00	-5.070472e+00	-4.932602e+00	-5.000000e+00
1.479537895905517e-03	-3.307089e+00	-4.798133e+00	-5.070456e+00	-4.798133e+00	-5.000000e+00
1.481042548384823e-03	-3.243952e+00	-4.643945e+00	-5.070469e+00	-4.643945e+00	-5.000000e+00
1.482313308711599e-03	-3.176244e+00	-4.481352e+00	-5.070458e+00	-4.481352e+00	-5.000000e+00
1.483621780289094e-03	-3.093621e+00	-4.284109e+00	-5.070467e+00	-4.284109e+00	-5.000000e+00
1.484945289663749e-03	-2.997699e+00	-4.055164e+00	-5.070460e+00	-4.055164e+00	-5.000000e+00
1.486359863829503e-03	-2.881316e+00	-3.779524e+00	-5.070466e+00	-3.779524e+00	-5.000000e+00
1.487806635322301e-03	-2.749153e+00	-3.466765e+00	-5.070461e+00	-3.466765e+00	-5.000000e+00
1.489198823383482e-03	-2.610146e+00	-3.138745e+00	-5.070465e+00	-3.138745e+00	-5.000000e+00
1.490804673840253e-03	-2.436781e+00	-2.730742e+00	-5.070462e+00	-2.730742e+00	-5.000000e+00
1.493019585429529e-03	-2.178286e+00	-2.123327e+00	-5.070465e+00	-2.123327e+00	-5.000000e+00
1.496545367574690e-03	-1.731415e+00	-1.076802e+00	-5.070462e+00	-1.076802e+00	-5.000000e+00
1.500000000000000e-03	-1.269842e+00	-5.684342e-14	-5.070464e+00	-5.684342e-14	-5.000000e+00
1.500000100000000e-03	-1.269824e+00	3.141593e-05	-5.070464e+00	3.141593e-05	-4.000000e+00
1.500000300000000e-03	-1.269779e+00	9.424778e-05	-5.070464e+00	9.424778e-05	-2.000000e+00
1.500000626402847e-03	-1.269666e+00	1.967903e-04	-5.070464e+00	1.967903e-04	1.264028e+00
1.500000942952303e-03	-1.269511e+00	2.962372e-04	-5.070464e+00	2.962372e-04	4.429523e+00
1.500001000000000e-03	-1.269479e+00	3.141593e-04	-5.070464e+00	3.141593e-04	5.000000e+00
1.500001017114309e-03	-1.269469e+00	3.195359e-04	-5.070464e+00	3.195359e-04	5.000000e+00
1.500001085571546e-03	-1.269429e+00	3.410424e-04	-5.070464e+00	3.410424e-04	5.000000e+00
1.500001176847861e-03	-1.269376e+00	3.697177e-04	-5.070464e+00	3.697177e-04	5.000000e+00
1.500001359400492e-03	-1.269273e+00	4.270683e-04	-5.070464e+00	4.270683e-04	5.000000e+00
1.500001724505753e-03	-1.269074e+00	5.417694e-04	-5.070464e+00	5.417694e-04	5.000000e+00
1.500002454716276e-03	-1.268703e+00	7.711719e-04	-5.070464e+00	7.711719e-04	5.000000e+00
1.500003915137321e-03	-1.268055e+00	1.229977e-03	-5.070464e+00	1.229977e-03	5.000000e+00
1.500006835979411e-03	-1.267032e+00	2.147586e-03	-5.070464e+00	2.147586e-03	5.000000e+00
1.500010100178280e-03	-1.266175e+00	3.173064e-03	-5.070464e+00	3.173064e-03	5.000000e+00
1.500014467996803e-03	-1.265251e+00	4.545255e-03	-5.070464e+00	4.545255e-03	5.000000e+00
1.500019482921061e-03	-1.264319e+00	6.120739e-03	-5.070464e+00	6.120739e-03	5.000000e+00
1.500025705348163e-03	-1.263232e+00	8.075570e-03	-5.070464e+00	8.075570e-03	5.000000e+00
1.500032729428965e-03	-1.262023e+00	1.028225e-02	-5.070464e+00	1.028225e-02	5.000000e+00
1.500044866517649e-03	-1.259877e+00	1.409521e-02	-5.070464e+00	1.409521e-02	5.000000e+00
1.500069140695015e-03	-1.255263e+00	2.172112e-02	-5.070464e+00	2.172112e-02	5.000000e+00
1.500114320960414e-03	-1.245733e+00	3.591468e-02	-5.070463e+00	3.591468e-02	5.000000e+00
1.500166282221689e-03	-1.233813e+00	5.223815e-02	-5.070463e+00	5.223815e-02	5.000000e+00
1.500235392961820e-03	-1.217182e+00	7.394818e-02	-5.070463e+00	7.394818e-02	5.000000e+00
1.500289273361024e-03	-1.203878e+00	9.087291e-02	-5.070463e+00	9.087291e-02	5.000000e+00
1.500348698990374e-03	-1.189042e+00	1.095383e-01	-5.070463e+00	1.095383e-01	5.000000e+00
1.500379335062104e-03	-1.181378e+00	1.191603e-01	-5.070463e+00	1.191603e-01	5.000000e+00
1.500410359436411e-03	-1.173648e+00	1.289039e-01	-5.070463e+00	1.289039e-01	5.000000e+00
1.500436146193297e-03	-1.167347e+00	1.370022e-01	-5.070463e+00	1.370022e-01	5.000000e+00
1.500452458927182e-03	-1.163409e+00	1.421250e-01	-5.070463e+00	1.421250e-01	5.000000e+00
1.500470363919689e-03	-1.159034e+00	1.477477e-01	-5.070463e+00	1.477477e-01	5.000000e+00
1.500488349112167e-03	-1.154560e+00	1.533953e-01	-5.070463e+00	1.533953e-01	5.000000e+00
1.500509174701888e-03	-1.149310e+00	1.599347e-01	-5.070463e+00	1.599347e-01	5.000000e+00
1.500543192724844e-03	-1.140720e+00	1.706159e-01	-5.070463e+00	1.706159e-01	5.000000e+00
1.500577778379667e-03	-1.132005e+00	1.814746e-01	-5.070463e+00	1.814746e-01	5.000000e+00
1.500623247051382e-03	-1.120577e+00	1.957488e-01	-5.070463e+00	1.957488e-01	5.000000e+00
1.500660845871086e-03	-1.111145e+00	2.075512e-01	-5.070463e+00	2.075512e-01	5.000000e+00
1.500694900513234e-03	-1.102612e+00	2.182401e-01	-5.070463e+00	2.182401e-01	5.000000e+00
1.500729021471002e-03	-1.094077e+00	2.289488e-01	-5.070463e+00	2.289488e-01	5.000000e+00
1.500764118583213e-03	-1.085490e+00	2.399627e-01	-5.070463e+00	2.399627e-01	5.000000e+00
1.500818883241358e-03	-1.075475e+00	2.571463e-01	-5.070463e+00	2.571463e-01	5.000000e+00
1.500869387910227e-03	-1.073107e+00	2.729905e-01	-5.070463e+00	2.729905e-01	5.000000e+00
1.500926978041288e-03	-1.078285e+00	2.910541e-01	-5.070463e+00	2.910541e-01	5.000000e+00
1.500998593725907e-03	-1.091154e+00	3.135117e-01	-5.070463e+00	3.135117e-01	5.000000e+00
1.501065316262710e-03	-1.106046e+00	3.344291e-01	-5.070463e+00	3.344291e-01	5.000000e+00
1.501133587406128e-03	-1.122362e+00	3.558260e-01	-5.070463e+00	3.558260e-01	5.000000e+00
1.501215060663284e-03	-1.142354e+00	3.813519e-01	-5.070463e+00	3.813519e-01	5.000000e+00
1.501322881878278e-03	-1.169083e+00	4.151172e-01	-5.070463e+00	4.151172e-01	5.000000e+00
1.501492603562577e-03	-1.211254e+00	4.682282e-01	-5.070463e+00	4.682282e-01	5.000000e+00
1.501742599110439e-03	-1.273200e+00	5.463605e-01	-5.070463e+00	5.463605e-01	5.000000e+00
1.502099950662689e-03	-1.360775e+00	6.578065e-01	-5.070463e+00	6.578065e-01	5.000000e+00
1.502639622506412e-03	-1.486614e+00	8.254653e-01	-5.070463e+00	8.254653e-01	5.000000e+00
1.503185588723938e-03	-1.596534e+00	9.941133e-01	-5.070463e+00	9.941133e-01	5.000000e+00
1.503770182870850e-03	-1.688370e+00	1.173391e+00	-5.070463e+00	1.173391e+00	5.000000e+00
1.504245488476558e-03	-1.750532e+00	1.317998e+00	-5.070463e+00	1.317998e+00	5.000000e+00
1.504611861897843e-03	-1.797472e+00	1.428668e+00	-5.070463e+00	1.428668e+00	5.000000e+00
1.505052511949707e-03	-1.854656e+00	1.560766e+00	-5.070463e+00	1.560766e+00	5.000000e+00
1.505588999282703e-03	-1.923907e+00	1.719970e+00	-5.070463e+00	1.719970e+00	5.000000e+00
1.506635206346418e-03	-2.056262e+00	2.024650e+00	-5.070463e+00	2.024650e+00	5.000000e+00
1.507714840666422e-03	-2.189194e+00	2.329882e+00	-5.070463e+00	2.329882e+00	5.000000e+00
1.509193872733101e-03	-2.364100e+00	2.730359e+00	-5.070463e+00	2.730359e+00	5.000000e+00
1.511093074898784e-03	-2.574079e+00	3.209595e+00	-5.070463e+00	3.209595e+00	5.000000e+00
1.513141645379575e-03	-2.779070e+00	3.675160e+00	-5.070463e+00	3.675160e+00	5.000000e+00
1.515228356219209e-03	-2.961406e+00	4.086835e+00	-5.070463e+00	4.086835e+00	5.000000e+00
1.517313920319104e-03	-3.113866e+00	4.428189e+00	-5.070463e+00	4.428189e+00	5.000000e+00
1.519969490528521e-03	-3.260839e+00	4.752312e+00	-5.070463e+00	4.752312e+00	5.000000e+00
1.524466039912695e-03	-3.380100e+00	4.997186e+00	-5.070463e+00	4.997186e+00	5.000000e+00
1.526301473995493e-03	-3.380301e+00	4.983292e+00	-5.070463e+00	4.983292e+00	5.000000e+00
1.528618303158544e-03	-3.340080e+00	4.871342e+00	-5.070463e+00	4.871342e+00	5.000000e+00
1.532372216549800e-03	-3.182185e+00	4.473114e+00	-5.070463e+00	4.473114e+00	5.000000e+00
1.538340438224999e-03	-2.717082e+00	3.343994e+00	-5.070463e+00	3.343994e+00	5.000000e+00
1.542113884525669e-03	-2.311346e+00	2.377355e+00	-5.070463e+00	2.377355e+00	5.000000e+00
1.544507979818964e-03	-2.021990e+00	1.691331e+00	-5.070463e+00	1.691331e+00	5.000000e+00
1.546370079318329e-03	-1.784114e+00	1.130512e+00	-5.070463e+00	1.130512e+00	5.000000e+00
1.548206523692374e-03	-1.542340e+00	5.622455e-01	-5.070463e+00	5.622455e-01	5.000000e+00
1.549904382407519e-03	-1.315071e+00	3.003897e-02	-5.070463e+00	3.003897e-02	5.000000e+00
1.551234120099883e-03	-1.136332e+00	-3.873219e-01	-5.070463e+00	-3.873219e-01	5.000000e+00
1.552630419614732e-03	-9.493687e-01	-8.226137e-01	-5.070463e+00	-8.226137e-01	5.000000e+00
1.554050844454579e-03	-7.614110e-01	-1.258914e+00	-5.070463e+00	-1.258914e+00	5.000000e+00
1.556407396140077e-03	-4.588150e-01	-1.959006e+00	-5.070463e+00	-1.959006e+00	5.000000e+00
1.560997072267140e-03	7.540167e-02	-3.186411e+00	-5.070463e+00	-3.186411e+00	5.000000e+00
1.565997099380693e-03	5.321578e-01	-4.221151e+00	-5.070463e+00	-4.221151e+00	5.000000e+00
1.568902568943240e-03	7.194481e-01	-4.637527e+00	-5.070463e+00	-4.637527e+00	5.000000e+00
1.571167068436220e-03	8.199530e-01	-4.855701e+00	-5.070463e+00	-4.855701e+00	5.000000e+00
1.572264672334138e-03	8.534850e-01	-4.926337e+00	-5.070463e+00	-4.926337e+00	5.000000e+00
1.573027822503755e-03	8.709100e-01	-4.961661e+00	-5.070463e+00	-4.961661e+00	5.000000e+00
1.573440055658382e-03	8.787130e-01	-4.976002e+00	-5.070463e+00	-4.976002e+00	5.000000e+00
1.573936267342965e-03	8.869945e-01	-4.988836e+00	-5.070463e+00	-4.988836e+00	5.000000e+00
1.574463228704720e-03	8.941714e-01	-4.997157e+00	-5.070463e+00	-4.997157e+00	5.000000e+00
1.575075409552489e-03	9.000036e-01	-4.999944e+00	-5.070463e+00	-4.999944e+00	5.000000e+00
1.575974835414032e-03	9.033735e-01	-4.990624e+00	-5.070443e+00	-4.990624e+00	5.000000e+00
1.576928653836641e-03	8.994913e-01	-4.963333e+00	-5.063606e+00	-4.963333e+00	5.000000e+00
1.578836290681859e-03	8.641881e-01	-4.855450e+00	-5.008030e+00	-4.855450e+00	5.000000e+00
1.580705890767305e-03	7.927539e-01	-4.682100e+00	-4.865353e+00	-4.682100e+00	5.000000e+00
1.582673420539132e-03	6.901529e-01	-4.430035e+00	-4.489834e+00	-4.430035e+00	5.000000e+00
1.583966624132371e-03	6.080263e-01	-4.227249e+00	-4.163329e+00	-4.227249e+00	5.000000e+00
1.584935789430365e-03	5.363451e-01	-4.056909e+00	-3.923431e+00	-4.056909e+00	5.000000e+00
1.585804832044974e-03	4.680033e-01	-3.891358e+00	-3.704401e+00	-3.891358e+00	5.000000e+00
1.586693756236091e-03	3.927730e-01	-3.710024e+00	-3.483382e+00	-3.710024e+00	5.000000e+00
1.587155869563207e-03	3.511434e-01	-3.611148e+00	-3.367067e+00	-3.611148e+00	5.000000e+00
1.587525864058356e-03	3.171942e-01	-3.529784e+00	-3.274932e+00	-3.529784e+00	5.000000e+00
1.587911589972592e-03	2.809075e-01	-3.442930e+00	-3.178332e+00	-3.442930e+00	5.000000e+00
1.588038203298162e-03	2.687826e-01	-3.413977e+00	-3.146720e+00	-3.413977e+00	5.000000e+00
1.588197012256957e-03	2.534448e-01	-3.377356e+00	-3.107019e+00	-3.377356e+00	5.000000e+00
1.588280505247132e-03	2.453196e-01	-3.357968e+00	-3.086143e+00	-3.357968e+00	5.000000e+00
1.588422860596297e-03	2.313741e-01	-3.324699e+00	-3.050551e+00	-3.324699e+00	5.000000e+00
1.588573133013994e-03	2.165280e-01	-3.289290e+00	-3.012980e+00	-3.289290e+00	5.000000e+00
1.588744870268823e-03	1.994049e-01	-3.248466e+00	-2.970042e+00	-3.248466e+00	5.000000e+00
1.588918367743492e-03	1.819354e-01	-3.206838e+00	-2.926664e+00	-3.206838e+00	5.000000e+00
1.589132389360542e-03	1.601473e-01	-3.154963e+00	-2.873154e+00	-3.154963e+00	5.000000e+00
1.589377279040313e-03	1.349034e-01	-3.094908e+00	-2.811926e+00	-3.094908e+00	5.000000e+00
1.589696395603440e-03	1.015294e-01	-3.015551e+00	-2.732141e+00	-3.015551e+00	5.000000e+00
1.590093712227453e-03	5.923915e-02	-2.915057e+00	-2.632804e+00	-2.915057e+00	5.000000e+00
1.590658993219205e-03	-2.304215e-03	-2.768965e+00	-2.491473e+00	-2.768965e+00	5.000000e+00
1.591562046167719e-03	-1.038055e-01	-2.528410e+00	-2.265694e+00	-2.528410e+00	5.000000e+00
1.593368152064745e-03	-3.173406e-01	-2.023685e+00	-1.814141e+00	-2.023685e+00	5.000000e+00
1.595476106906460e-03	-5.813860e-01	-1.402162e+00	-1.287128e+00	-1.402162e+00	5.000000e+00
1.597484692779714e-03	-8.437694e-01	-7.869217e-01	-7.849663e-01	-7.869217e-01	5.000000e+00
1.599546697171273e-03	-1.119807e+00	-1.423900e-01	-2.694569e-01	-1.423900e-01	5.000000e+00
1.601944145016608e-03	-1.443065e+00	6.092533e-01	3.299051e-01	6.092533e-01	5.000000e+00
1.605659922111730e-03	-1.932485e+00	1.740874e+00	1.258829e+00	1.740874e+00	5.000000e+00
1.612480448030040e-03	-2.714563e+00	3.531188e+00	2.963859e+00	3.531188e+00	5.000000e+00
1.619977007179969e-03	-3.261246e+00	4.753046e+00	4.783024e+00	4.753046e+00	5.000000e+00
1.622871792786887e-03	-3.357109e+00	4.955365e+00	5.034230e+00	4.955365e+00	5.000000e+00
1.625705003361184e-03	-3.383348e+00	4.995095e+00	5.066742e+00	4.995095e+00	5.000000e+00
1.627647825186964e-03	-3.362394e+00	4.930964e+00	5.076687e+00	4.930964e+00	5.000000e+00
1.629685488473663e-03	-3.306640e+00	4.784885e+00	5.065402e+00	4.784885e+00	5.000000e+00
1.631993657075620e-03	-3.203083e+00	4.524983e+00	5.074752e+00	4.524983e+00	5.000000e+00
1.634834807396864e-03	-3.019622e+00	4.075371e+00	5.066678e+00	4.075371e+00	5.000000e+00
1.638832790369228e-03	-2.668159e+00	3.227419e+00	5.073940e+00	3.227419e+00	5.000000e+00
1.641370429162077e-03	-2.396701e+00	2.580160e+00	5.067409e+00	2.580160e+00	5.000000e+00
1.643187545369738e-03	-2.184197e+00	2.075438e+00	5.073027e+00	2.075438e+00	5.000000e+00
1.645163764305459e-03	-1.939235e+00	1.496074e+00	5.068269e+00	1.496074e+00	5.000000e+00
1.646511243184179e-03	-1.765724e+00	1.087269e+00	5.072215e+00	1.087269e+00	5.000000e+00
1.647752798159657e-03	-1.602553e+00	7.036359e-01	5.069086e+00	7.036359e-01	5.000000e+00
1.649451284915773e-03	-1.375913e+00	1.723498e-01	5.071620e+00	1.723498e-01	5.000000e+00
1.650804061493051e-03	-1.194150e+00	-2.524959e-01	5.069534e+00	-2.524959e-01	5.000000e+00
1.652262289718278e-03	-9.985105e-01	-7.083284e-01	5.071222e+00	-7.083284e-01	5.000000e+00
1.653796039373679e-03	-7.949029e-01	-1.181286e+00	5.069837e+00	-1.181286e+00	5.000000e+00
1.655429469731568e-03	-5.826375e-01	-1.672825e+00	5.070986e+00	-1.672825e+00	5.000000e+00
1.658696330447346e-03	-1.812718e-01	-2.598102e+00	5.069985e+00	-2.598102e+00	5.000000e+00
1.662480719328107e-03	2.270753e-01	-3.531248e+00	5.070905e+00	-3.531248e+00	5.000000e+00
1.668840260796518e-03	7.153777e-01	-4.630175e+00	5.070041e+00	-4.630175e+00	5.000000e+00
1.674114638313077e-03	8.888156e-01	-4.992266e+00	5.070863e+00	-4.992266e+00	5.000000e+00
1.676170640598550e-03	9.020190e-01	-4.986481e+00	5.070117e+00	-4.986481e+00	5.000000e+00
1.677851841875886e-03	8.886838e-01	-4.919945e+00	5.070754e+00	-4.919945e+00	5.000000e+00
1.678634936697832e-03	8.693834e-01	-4.870161e+00	5.070264e+00	-4.870161e+00	5.000000e+00
1.679093748088712e-03	8.546600e-01	-4.835507e+00	5.070566e+00	-4.835507e+00	5.000000e+00
1.679538173485568e-03	8.394616e-01	-4.798109e+00	5.070412e+00	-4.798109e+00	5.000000e+00
1.679846598107238e-03	8.282070e-01	-4.769954e+00	5.070481e+00	-4.769954e+00	5.000000e+00
1.680216413925733e-03	8.137968e-01	-4.733834e+00	5.070456e+00	-4.733834e+00	5.000000e+00
1.680833143306633e-03	7.873324e-01	-4.667923e+00	5.070468e+00	-4.667923e+00	5.000000e+00
1.681508117874884e-03	7.548927e-01	-4.587759e+00	5.070460e+00	-4.587759e+00	5.000000e+00
1.682280329140945e-03	7.134687e-01	-4.485938e+00	5.070465e+00	-4.485938e+00	5.000000e+00
